"","lab","max.dist","min.dist","mean.dist","size","mean.cl.sil","mean.sil","method","strategy"
"332",35,17.3722260177345,9.21028325302952,14.6638753424269,20,0.00402593244733334,-0.0252162770483711,"mind","Kmeans partition"
"333",11,17.7178285404395,11.1366376819371,15.2754177139855,20,-0.017486698663536,-0.0252162770483711,"mind","Kmeans partition"
"334",30,18.4869904550844,11.6302542864414,15.0635955747749,20,-0.0278078244443236,-0.0252162770483711,"mind","Kmeans partition"
"335",9,17.6400142091766,11.0037971021323,14.6241944345279,20,-0.00657169292449926,-0.0252162770483711,"mind","Kmeans partition"
"336",32,19.1937305399731,11.3398186655861,15.9588698039323,20,-0.0508511529954291,-0.0252162770483711,"mind","Kmeans partition"
"337",21,18.0197328651294,10.9346016721396,15.1380479304244,20,-0.0111178157445995,-0.0252162770483711,"mind","Kmeans partition"
"338",4,19.725104243375,12.1294167368772,15.942367653848,20,-0.0461854939380584,-0.0252162770483711,"mind","Kmeans partition"
"339",26,17.9543127085957,10.8175039962685,15.2498817547088,20,-0.0263376643899561,-0.0252162770483711,"mind","Kmeans partition"
"340",36,19.4349111661815,12.0214395782188,15.7257065144272,20,-0.0242803012562862,-0.0252162770483711,"mind","Kmeans partition"
"341",1,17.9596699735672,10.3982258182235,15.2223154629182,20,-0.01943275503757,-0.0252162770483711,"mind","Kmeans partition"
"342",27,18.7671947293234,12.0316687406802,15.7751728808675,20,-0.0480108747342366,-0.0252162770483711,"mind","Kmeans partition"
"343",39,19.4181966376329,12.6141360198146,16.101139305331,20,-0.0394968886021214,-0.0252162770483711,"mind","Kmeans partition"
"344",38,18.5015217453914,12.1012711551105,15.5089171718478,20,-0.0286935317455813,-0.0252162770483711,"mind","Kmeans partition"
"345",42,19.3218478387266,12.5110194551574,15.6608951659006,20,-0.0348546407632098,-0.0252162770483711,"mind","Kmeans partition"
"346",17,20.7481326931108,13.7754366247177,16.9112069041028,19,-0.0733545288167392,-0.0252162770483711,"mind","Kmeans partition"
"347",37,17.7892837866825,10.8675302788996,15.21105845352,20,-0.0118822425967474,-0.0252162770483711,"mind","Kmeans partition"
"348",29,18.2921694892241,11.0803481877845,15.4010478489954,20,-0.0268133433789535,-0.0252162770483711,"mind","Kmeans partition"
"349",23,17.5032816507956,10.1331504065389,14.7835091334052,20,-0.00706679319793278,-0.0252162770483711,"mind","Kmeans partition"
"350",22,17.5629755435035,10.383556791664,14.9693265272084,20,-0.00336030056677709,-0.0252162770483711,"mind","Kmeans partition"
"351",35,17.5725864149234,7.91230999411783,14.3347794573612,20,0.0352097066478634,-0.0154709721344696,"elki","Kmeans partition"
"352",49,18.0947039433339,12.0925456240749,15.4681588632208,20,-0.0221720856395935,-0.0154709721344696,"elki","Kmeans partition"
"353",34,17.8817509647437,11.2438441451351,15.1771419877456,20,-0.00484898738146242,-0.0154709721344696,"elki","Kmeans partition"
"354",20,18.2160745846564,10.2487265302537,15.4557604763985,20,-0.0181221574590821,-0.0154709721344696,"elki","Kmeans partition"
"355",7,19.1656291365993,11.3458243863103,15.5000503698936,20,-0.0275455578142171,-0.0154709721344696,"elki","Kmeans partition"
"356",8,18.9558578445128,10.669717798795,15.453573600372,20,-0.0238941234047334,-0.0154709721344696,"elki","Kmeans partition"
"357",43,17.9244023997076,11.3320679646696,15.5204276159158,20,-0.0191306688586587,-0.0154709721344696,"elki","Kmeans partition"
"358",37,18.7862779863315,9.67938467299751,15.4986738173502,20,-0.0159429568567578,-0.0154709721344696,"elki","Kmeans partition"
"359",48,18.180227056536,11.9207207443288,15.311797024365,20,-0.00892366472827043,-0.0154709721344696,"elki","Kmeans partition"
"360",31,19.1560454796259,12.0263375871006,15.7064813057218,20,-0.0290182735075003,-0.0154709721344696,"elki","Kmeans partition"
"361",15,18.1303628510508,11.7765854270228,15.6217875508416,20,-0.0324954438990098,-0.0154709721344696,"elki","Kmeans partition"
"362",24,17.7720779715321,10.899713981295,15.2792449379906,20,-0.0103229384795377,-0.0154709721344696,"elki","Kmeans partition"
"363",23,19.754046393452,11.3798118449713,15.9992947776191,20,-0.0374874972396636,-0.0154709721344696,"elki","Kmeans partition"
"364",50,18.0109575116887,11.2051161041066,14.9949608064348,20,-0.00177451933829334,-0.0154709721344696,"elki","Kmeans partition"
"365",6,18.411034800248,9.69430023364611,14.5818522809937,20,0.00633727889232971,-0.0154709721344696,"elki","Kmeans partition"
